date,Price,open_usd,high_usd,low_usd,Vol.,change_pct,price_usd,volume,price_inr_per_g,open_inr_per_g,high_inr_per_g,low_inr_per_g,price_inr_per_g_lag_1,volume_lag_1,price_inr_per_g_lag_2,volume_lag_2,price_inr_per_g_lag_3,volume_lag_3,ma_3,ma_7,ma_14,std_7,return_pct,day_of_week,month
2013-04-11,,21.87,21.935,21.61,,0.0,21.7,20734.0,58.25550179240278,58.71188129953221,58.88637934637581,58.01388911215779,58.39510022987766,21638.0,62.85956564373784,44700.0,51.181619431896735,34973.0,59.83672255533943,58.077552135841394,58.53811541232571,5.27029018475788,-0.23905847738138197,3.0,4.0
2013-04-12,,19.1,19.89,18.89,,0.0,19.83,52965.0,53.235327213979126,51.27557991865868,53.39640233414246,50.71181699808703,58.25550179240278,20734.0,58.39510022987766,21638.0,62.85956564373784,44700.0,56.62864307875319,58.285032231099386,58.09621639579683,5.002994941710212,-8.617511520737342,4.0,4.0
2013-05-09,,23.51,23.68,23.04,,0.0,23.255,40242.0,62.430031989968974,63.11460125066311,63.57098075779253,61.852846142717055,53.235327213979126,52965.0,58.25550179240278,20734.0,58.39510022987766,21638.0,57.97362033211696,57.834788919023815,58.42958682611776,4.333971738813655,17.27181038830057,3.0,5.0
2013-05-11,,21.645,21.79,21.56,,0.0,21.636,23739.0,58.08368833089524,58.107849598919735,58.497114472647766,57.87965984535502,62.430031989968974,40242.0,53.235327213979126,52965.0,58.25550179240278,20734.0,57.91634917828111,57.777262090394046,58.40487979074472,4.326547620350256,-6.96194366802837,5.0,5.0
2013-05-12,,19.675,19.72,19.215,,0.0,19.57,42230.0,52.53733502660472,52.81921648689054,52.94002282701303,51.58430723230505,58.08368833089524,23739.0,62.430031989968974,40242.0,53.235327213979126,52965.0,57.68368511582298,57.97093574678091,58.09711125757552,4.000121936181974,-9.548899981512305,6.0,5.0
2013-06-09,,23.875,23.99,23.075,,0.0,23.891,38530.0,64.13742826370022,64.09447489832334,64.40320221196971,61.946806629479,52.53733502660472,42230.0,58.08368833089524,23739.0,62.430031989968974,40242.0,58.25281720706673,58.15348754963268,58.490978277593925,4.279787856749346,22.07971384772609,6.0,6.0
2013-06-11,,21.685,22.075,21.62,,0.0,21.768,30548.0,58.43805359525456,58.21523301236195,59.26222129342357,58.04073496551835,64.13742826370022,38530.0,52.53733502660472,42230.0,58.08368833089524,23739.0,58.37093896185316,58.15962374468652,58.15636389106417,4.280222777876413,-8.886191452848324,1.0,6.0
2013-06-12,,19.4,19.785,19.165,,0.0,19.523,38739.0,52.41115951581011,52.080955519475296,53.11452087385664,51.450077965502274,58.43805359525456,30548.0,64.13742826370022,38530.0,52.53733502660472,42230.0,58.32888045825496,57.32471770517328,57.70113492050734,4.797186916941366,-10.313303932377815,2.0,6.0
2013-07-10,,22.386,22.386,22.386,,0.0,22.386,53604.0,60.09712733293681,60.09712733293681,60.09712733293681,60.09712733293681,52.41115951581011,38739.0,58.43805359525456,30548.0,64.13742826370022,38530.0,56.98211348133382,58.30497486502437,58.29500354806189,4.515064151537824,14.664754392255297,2.0,7.0
2013-07-11,,21.815,22.015,21.375,,0.0,21.657,53038.0,58.1400646229524,58.56422910604916,59.10114617326025,57.38301155818477,60.09712733293681,53604.0,52.41115951581011,38739.0,58.43805359525456,30548.0,56.88278382389978,57.69212238402201,57.76345565152291,4.137165046151785,-3.256499597963014,3.0,7.0
2013-08-10,,22.385,22.525,22.11,,0.0,22.443,30192.0,60.25014869709197,60.09444274760075,60.470284694648505,59.35618178018551,58.1400646229524,53038.0,60.09712733293681,53604.0,52.41115951581011,38739.0,59.49578021766039,58.001616722050116,57.88943940622209,4.2508131619198855,3.6293115389943287,5.0,8.0
2013-08-11,,21.66,21.905,21.25,,0.0,21.317,48832.0,57.22730560869356,58.14811837896056,58.80584178629415,57.04743839117784,60.25014869709197,30192.0,58.1400646229524,53038.0,60.09712733293681,53604.0,58.53917297624597,58.671612519491376,58.321274133136136,3.5593866020770415,-5.017154569353465,6.0,8.0
2013-09-09,,23.835,24.25,23.44,,0.0,23.717,25161.0,63.670310415226574,63.98709148488113,65.10119439934412,62.926680277139226,57.22730560869356,48832.0,60.25014869709197,30192.0,58.1400646229524,53038.0,60.38258824033738,58.60488139828085,58.37918447395676,3.4422876478608777,11.258619880846243,0.0,9.0
2013-09-10,,22.315,22.41,21.75,,0.0,21.891,37395.0,58.76825759158936,59.90652177407687,60.16155738100213,58.38973105920555,63.670310415226574,25161.0,57.22730560869356,48832.0,60.25014869709197,30192.0,59.888624538503166,58.65205339775725,58.405838571221885,3.441882948465578,-7.699118775561842,1.0,9.0
2013-09-12,,19.555,19.98,19.435,,0.0,19.701,26761.0,52.88901570562798,52.49706624656389,53.63801501438745,52.17491600623724,58.76825759158936,37395.0,63.670310415226574,25161.0,57.22730560869356,48832.0,58.44252790414797,58.72031856773124,58.02251813645226,3.2992568720542965,-10.004111278607631,3.0,9.0
2013-10-09,,23.74,23.82,22.84,,0.0,23.016,39885.0,61.78841609465172,63.73205587795586,63.94682270484029,61.31592907550598,52.88901570562798,26761.0,58.76825759158936,37395.0,63.670310415226574,25161.0,57.815229797289696,58.961931247976224,58.633453056500294,3.474179967866459,16.82655702756204,2.0,10.0
2013-10-10,,21.91,22.25,21.715,,0.0,21.896,29620.0,58.781680518269646,58.81926471297442,59.73202372723327,58.295770572443615,61.78841609465172,39885.0,52.88901570562798,26761.0,58.76825759158936,37395.0,57.81970410618312,59.05359066159298,58.37285652280749,3.45730564973765,-4.8661800486617945,3.0,10.0
2013-10-12,,19.8,20.43,19.74,,0.0,20.315,46665.0,54.53735110196602,53.15478965389747,54.84607841561239,52.99371453373414,58.781680518269646,29620.0,61.78841609465172,39885.0,52.88901570562798,26761.0,58.36914923829579,58.23747671943213,58.11954672074112,3.7863823762650695,-7.2204968944099335,5.0,10.0
2013-11-09,,22.985,23.25,22.785,,0.0,23.172,30272.0,62.20721140707638,61.70519394923401,62.416609063288696,61.16827688202292,54.53735110196602,46665.0,58.781680518269646,29620.0,61.78841609465172,39885.0,58.50874767577068,58.94889183348681,58.810252176489094,4.025247747272239,14.063499876938224,5.0,11.0
2013-11-10,,21.685,21.86,20.95,,0.0,21.259,45720.0,57.07159965920234,58.21523301236195,58.68503544617165,56.24206279036122,62.20721140707638,30272.0,54.53735110196602,46665.0,58.781680518269646,29620.0,57.93872072274825,58.0062188683405,58.30555013331068,3.4695754497879934,-8.25565337476265,6.0,11.0
2013-11-11,,21.425,21.45,21.23,,0.0,21.282,26032.0,57.13334512193162,57.51724082498754,57.58435545838893,56.99374668445673,57.07159965920234,45720.0,62.20721140707638,30272.0,54.53735110196602,46665.0,58.80405206273679,57.77265994410368,58.21235667093047,3.4647529968343056,0.10818947269393142,0.0,11.0
2013-11-12,,20.385,20.48,20.21,,0.0,20.356,30905.0,54.64741910074429,54.7252720754899,54.98030768241516,54.2554696416802,57.13334512193162,26032.0,57.07159965920234,45720.0,62.20721140707638,30272.0,56.28412129395942,58.02386042912029,58.37208949842576,3.09576370409981,-4.351094821915247,1.0,11.0
2013-12-09,,23.22,23.265,21.89,,0.0,22.149,48134.0,59.46088060829168,62.33607150320703,62.45687784332953,58.76557300625332,54.64741910074429,30905.0,57.13334512193162,26032.0,57.07159965920234,45720.0,57.08054827698919,57.691355359640276,58.32664330380825,2.727078649323676,8.808213794458663,0.0,12.0
2013-12-11,,21.345,21.355,20.56,,0.0,20.778,53064.0,55.78031411255968,57.3024739981031,57.32931985146366,55.1950745092996,59.46088060829168,48134.0,54.64741910074429,30905.0,57.13334512193162,26032.0,56.62953794053188,57.26258873025314,58.15808969592306,2.7627924188145054,-6.189895706352444,2.0,12.0
2013-12-12,,20.305,20.345,19.41,,0.0,19.453,45739.0,52.22323854228623,54.51050524860546,54.61788866204768,52.10780137283585,55.78031411255968,53064.0,59.46088060829168,48134.0,54.64741910074429,30905.0,55.8214777543792,56.932001221727454,57.58473897057979,3.2404023715564247,-6.376937145057282,3.0,12.0
2014-01-01,,19.37,19.37,19.37,,0.0,19.37,53604.0,52.00041795939364,52.00041795939364,52.00041795939364,52.00041795939364,52.22323854228623,45739.0,55.78031411255968,53064.0,59.46088060829168,48134.0,53.33465687141318,55.47388787205849,57.211389852772655,2.7267579762993654,-0.42666940831747047,2.0,1.0
2014-01-04,,19.775,19.91,19.635,,0.0,19.688,30350.0,52.85411609625926,53.08767502049608,53.45009404086356,52.711833073448325,52.00041795939364,53604.0,52.22323854228623,45739.0,55.78031411255968,53064.0,52.35925753264638,54.871390220209484,56.43880454427499,2.780310283253297,1.641713990707272,5.0,1.0
2014-01-05,,18.8,19.25,18.685,,0.0,19.043,35511.0,51.12255855450351,50.47020431784204,51.67826771906699,50.16147700419567,52.85411609625926,30350.0,52.00041795939364,53604.0,52.22323854228623,45739.0,51.99236420338547,54.01270642486261,55.89268318448314,2.89127092828915,-3.276107273466067,6.0,1.0
2014-01-07,,21.07,21.275,21.05,,0.0,21.117,43454.0,56.69038854148247,56.56421303068787,57.11455302457922,56.51052132396676,51.12255855450351,35511.0,52.85411609625926,30350.0,52.00041795939364,53604.0,53.55568773074841,54.30455920211092,56.16420981561561,3.0639723811921042,10.89114110171716,1.0,1.0
2014-01-08,,20.4,20.58,20.245,,0.0,20.371,45322.0,54.68768788078512,54.76554085553072,55.2487662160207,54.34943012844214,56.69038854148247,43454.0,51.12255855450351,35511.0,52.85411609625926,30350.0,54.16687832559037,53.62267452675285,55.657014943196565,2.1068115990526,-3.5326987735000204,2.0,1.0
2014-01-09,,19.492,19.492,19.492,,0.0,19.492,53604.0,52.327937370392405,52.327937370392405,52.327937370392405,52.327937370392405,54.68768788078512,45322.0,56.69038854148247,43454.0,51.12255855450351,35511.0,54.56867126422,53.12947784930037,55.196033289776764,1.9126842249695384,-4.314957537676101,3.0,1.0
2014-01-10,,16.975,17.44,16.865,,0.0,17.259,47851.0,46.33325831498063,45.57083607954089,46.81916826080666,45.27553169257479,52.327937370392405,53604.0,54.68768788078512,45322.0,56.69038854148247,43454.0,51.11629452205272,52.28805210254244,54.61002666213495,3.2239084698707328,-11.455981941309258,4.0,1.0
2014-01-12,,14.52,16.81,14.155,,0.0,16.692,113660.0,44.8110984294372,38.98017907952482,45.12787949909174,38.000305431864575,46.33325831498063,47851.0,52.327937370392405,53604.0,54.68768788078512,45322.0,47.82409803827008,51.2610064554058,53.36744716373215,4.297283219914766,-3.285242482183215,6.0,1.0
2014-02-01,,19.44,20.44,19.43,,0.0,20.128,42268.0,54.03533364412365,52.18833893291752,54.87292426897295,52.16149307955696,44.8110984294372,113660.0,46.33325831498063,47851.0,52.327937370392405,53604.0,48.393230129513825,51.429751819386425,53.15057101979795,4.392406828269863,20.58471123891683,5.0,2.0
2014-02-04,,19.75,20.145,19.73,,0.0,20.05,44645.0,53.82593598791133,53.0205603870947,54.0809715948366,52.96686868037359,54.03533364412365,42268.0,44.8110984294372,113660.0,46.33325831498063,47851.0,50.89078935382406,51.81594859558754,52.91432751022507,4.478889774785216,-0.3875198728139795,1.0,2.0
2014-02-05,,19.045,19.7,18.905,,0.0,19.546,50155.0,52.47290497853939,51.12792772517563,52.88633112029193,50.75208577812786,53.82593598791133,44645.0,54.03533364412365,42268.0,44.8110984294372,113660.0,53.44472487019146,51.21345094373854,52.75900507292472,3.9684825951412313,-2.5137157107231967,2.0,2.0
2014-02-06,,18.795,18.87,18.65,,0.0,18.739,25945.0,50.30644461234266,50.45678139116177,50.65812529136592,50.06751651743373,52.47290497853939,50155.0,53.82593598791133,44645.0,54.03533364412365,42268.0,52.20176185959779,50.58755904824675,52.1051167874998,3.662951409819464,-4.128721989153794,3.0,2.0
2014-02-07,,21.085,21.335,20.96,,0.0,21.302,41132.0,57.18703682865272,56.6044818107287,57.27562814474256,56.26890864372177,50.30644461234266,25945.0,52.47290497853939,50155.0,53.82593598791133,44645.0,53.32212880651159,51.28171611371251,52.205596981506446,4.428214279543466,13.677357382998023,4.0,2.0
2014-02-09,,19.505,19.565,19.11,,0.0,19.152,50745.0,51.41517835613355,52.36283697976112,52.523912099924445,51.30242577201923,57.18703682865272,41132.0,50.30644461234266,25945.0,52.47290497853939,50155.0,52.96955326570964,52.00770469102007,52.14787839678125,3.862116257463224,-10.092949018871467,6.0,2.0
2014-02-10,,17.19,17.35,16.93,,0.0,17.047,39633.0,45.76412622373688,46.14802192679281,46.57755558056168,45.45002973941839,51.41517835613355,50745.0,57.18703682865272,41132.0,50.30644461234266,25945.0,51.45544713617439,52.14385151877717,51.70242898709148,3.5720449464996182,-10.991019214703412,0.0,2.0
2014-02-12,,16.495,16.535,16.07,,0.0,16.456,57938.0,44.17753629012813,44.28223511823428,44.3896185316765,43.14128635041072,45.76412622373688,39633.0,51.41517835613355,50745.0,57.18703682865272,41132.0,47.118946956666186,50.73559475392067,51.08267328665355,4.51957214937122,-3.46688566903266,2.0,2.0
2014-03-01,,20.015,20.325,19.985,,0.0,20.128,28272.0,54.03533364412365,53.73197550114939,54.56419695532657,53.65143794106773,44.17753629012813,57938.0,45.76412622373688,39633.0,51.41517835613355,50745.0,47.99233205266288,50.76550870480814,51.29072865019784,4.544062029543668,22.314049586776807,5.0,3.0
2014-03-02,,19.095,19.62,19.06,,0.0,19.409,34595.0,52.1051167874998,51.2621569919784,52.67156429340749,51.16819650521646,54.03533364412365,28272.0,44.17753629012813,57938.0,45.76412622373688,39633.0,50.1059955739172,50.71296753465963,50.96320923919908,4.523107746667487,-3.572138314785356,6.0,3.0
2014-03-03,,21.325,21.74,21.26,,0.0,21.485,44444.0,57.678315945150864,57.248782291382,58.362885205845,57.0742842445384,52.1051167874998,34595.0,54.03533364412365,28272.0,44.17753629012813,57938.0,54.60625545892477,51.76609201077508,51.176825529510914,5.217571938261297,10.696068834046034,0.0,3.0
2014-03-04,,19.995,20.08,19.66,,0.0,19.805,31857.0,53.16821258057775,53.67828379442828,53.90647354799299,52.778947706849706,57.678315945150864,44444.0,52.1051167874998,34595.0,54.03533364412365,28272.0,54.31721510440948,51.191974261050085,51.23684518738129,4.718939899058094,-7.819408889923196,1.0,3.0
2014-03-06,,18.755,18.92,18.71,,0.0,18.763,30763.0,50.370874660408,50.34939797771955,50.7923545581687,50.228591637597056,53.16821258057775,31857.0,57.678315945150864,44444.0,52.1051167874998,34595.0,53.73913439537887,51.042788018803584,51.52524635491182,4.72720762126927,-5.261297652108043,3.0,3.0
2014-03-07,,21.18,21.2,21.17,,0.0,21.137,368.0,56.74408024820357,56.85951741765396,56.91320912437507,56.83267156429341,50.370874660408,30763.0,53.16821258057775,31857.0,57.678315945150864,44444.0,53.427722496396434,52.61135287944169,52.377602199109425,4.499937852378962,12.65256089111546,4.0,3.0
2014-03-09,,19.21,19.28,19.135,,0.0,19.189,26509.0,51.51450801356761,51.57088430562477,51.75880527914865,51.369540405420615,56.74408024820357,368.0,50.370874660408,30763.0,53.16821258057775,31857.0,52.876487640726396,53.65949169707589,52.19754322549828,2.7043263357698657,-9.216066613048202,6.0,3.0
2014-03-10,,17.06,17.155,16.64,,0.0,16.826,46871.0,45.17083286446863,45.7990258331056,46.054061440030864,44.67149999196232,51.51450801356761,26509.0,56.74408024820357,368.0,50.370874660408,30763.0,51.143140375413275,52.39313444283947,51.5793215738238,4.174740158017227,-12.31434676116525,0.0,3.0
2014-03-11,,16.11,16.22,15.74,,0.0,16.201,39656.0,43.492967029433984,43.24866976385294,43.54397415081903,42.25537318951243,45.17083286446863,46871.0,51.51450801356761,26509.0,56.74408024820357,368.0,46.726102635823416,51.16282733454434,50.93789743460199,5.371299797280241,-3.714489480565797,1.0,3.0
2014-03-12,,16.465,16.595,16.29,,0.0,16.412,36127.0,44.05941453534167,44.201697558152624,44.55069365183982,43.73189512434292,43.492967029433984,39656.0,45.17083286446863,46871.0,51.51450801356761,26509.0,44.24107147641476,49.217269990285885,50.491681000530484,5.0763454206072725,1.3023887414356894,2.0,3.0
2014-04-02,,19.345,19.51,19.26,,0.0,19.422,25246.0,52.140016396868525,51.93330332599225,52.3762599064414,51.70511357242754,44.05941453534167,36127.0,43.492967029433984,39656.0,45.17083286446863,46871.0,46.564132653881394,49.07038482118457,50.131179541117326,4.95642965266697,18.34023884962226,2.0,4.0
2014-04-03,,21.45,21.54,21.04,,0.0,21.222,42433.0,56.97227000176829,57.58435545838893,57.82596813863391,56.4836754706062,52.140016396868525,25246.0,44.05941453534167,36127.0,43.492967029433984,39656.0,51.0572336446595,50.013441298521755,50.528114658662666,5.801152132121269,9.267840593141784,3.0,4.0
2014-04-04,,19.835,20.23,19.785,,0.0,19.946,38760.0,53.54673911296157,53.24875014065941,54.3091613484013,53.11452087385664,56.97227000176829,42433.0,52.140016396868525,25246.0,44.05941453534167,36127.0,54.21967517053279,49.55667827920147,51.08401557932158,5.285868927998999,-6.012628404485898,4.0,4.0
2014-04-06,,18.78,18.88,18.72,,0.0,18.792,22697.0,50.4487276351536,50.416512611120936,50.68497114472648,50.2554374909576,53.54673911296157,38760.0,56.97227000176829,42433.0,52.140016396868525,25246.0,53.65591224996115,49.40442393942804,51.53195781825196,5.235183012412892,-5.785621177178379,6.0,4.0
2014-04-07,,21.137,21.137,21.137,,0.0,21.137,53604.0,56.74408024820357,56.74408024820357,56.74408024820357,56.74408024820357,50.4487276351536,22697.0,53.54673911296157,38760.0,56.97227000176829,42433.0,53.57984899877292,51.05774499424732,51.72543971854339,5.496298979154847,12.478714346530428,0.0,4.0
2014-04-08,,20.335,20.48,20.17,,0.0,20.233,30172.0,54.31721510440947,54.59104280868713,54.98030768241516,54.14808622823799,56.74408024820357,53604.0,50.4487276351536,22697.0,53.54673911296157,38760.0,53.836674329255544,52.60406614781524,51.883446741179796,4.4331390455271915,-4.276860481619904,1.0,4.0
2014-04-09,,19.065,19.138,19.138,,0.0,19.138,53604.0,51.37759416142878,51.181619431896735,51.37759416142878,51.37759416142878,54.31721510440947,30172.0,56.74408024820357,53604.0,50.4487276351536,22697.0,54.146296504680606,53.6495203801134,51.43339518519964,2.541609440030069,-5.411950773488849,2.0,4.0
2014-04-11,,16.115,16.165,15.905,,0.0,15.953,34913.0,42.82718986609224,43.262092690533215,43.39632195733599,42.698329769961575,51.37759416142878,53604.0,54.31721510440947,30172.0,56.74408024820357,53604.0,49.507333043976836,52.31911659000251,50.694750705593535,4.851341516185503,-16.642282370153627,4.0,4.0
2014-04-12,,16.425,16.68,16.375,,0.0,16.575,31355.0,44.49700194511872,44.0943141447104,44.778883405404535,43.96008487790763,42.82718986609224,34913.0,51.37759416142878,53604.0,54.31721510440947,30172.0,46.233928657546585,50.53693543905256,50.27518836878716,5.139934180847367,3.898953174951414,5.0,4.0
2014-05-02,,19.48,20.335,19.435,,0.0,19.805,46788.0,53.16821258057775,52.29572234635973,54.59104280868713,52.17491600623724,44.49700194511872,31355.0,42.82718986609224,34913.0,51.37759416142878,53604.0,46.83080146392957,50.48286022014059,50.01976924967103,5.104863247198575,19.487179487179485,4.0,5.0
2014-05-03,,21.21,21.34,21.155,,0.0,21.271,23837.0,57.10381468323501,56.94005497773563,57.28905107142283,56.79240278425258,53.16821258057775,46788.0,44.49700194511872,31355.0,42.82718986609224,34913.0,51.589676402977155,51.433586941295076,50.41900544036156,5.68428354495072,7.402171168896743,5.0,5.0
2014-05-05,,19.545,19.745,19.485,,0.0,19.571,26395.0,52.54001961194079,52.47022039320334,53.00713746041442,52.30914527304001,57.10381468323501,23837.0,53.16821258057775,46788.0,44.49700194511872,31355.0,54.27068229191786,50.833006850400395,50.945375922323855,5.2339350315876665,-7.992101922805672,0.0,5.0
2014-05-06,,18.8,19.155,18.67,,0.0,19.083,44678.0,51.22994196794573,50.47020431784204,51.423232112141726,50.12120822415484,52.54001961194079,26395.0,57.10381468323501,23837.0,53.16821258057775,46788.0,53.62459208770718,50.39196783090558,51.4980169893604,5.016982790192069,-2.49348525880132,1.0,5.0
2014-05-08,,20.18,20.29,19.76,,0.0,19.833,54109.0,53.2433809699873,54.17493208159853,54.47023646856463,53.04740624045525,51.22994196794573,44678.0,52.54001961194079,26395.0,57.10381468323501,23837.0,52.33778084995794,50.65850880355679,52.1540145918351,5.126442673337506,3.93019965414243,3.0,5.0
2014-05-09,,19.065,19.28,19.02,,0.0,19.156,24946.0,51.42591669747777,51.181619431896735,51.75880527914865,51.06081309177424,53.2433809699873,54109.0,51.22994196794573,44678.0,52.54001961194079,26395.0,51.9664132118036,51.88689835089758,52.103007470450045,3.794277693961086,-3.413502747945363,4.0,5.0
2014-05-11,,16.02,16.045,15.12,,0.0,15.439,80410.0,41.44731300335975,43.007057083607954,43.07417171700934,40.59093028115807,51.42591669747777,24946.0,53.2433809699873,54109.0,51.22994196794573,44678.0,48.70553689027494,51.45122850207487,50.99408197056373,4.82052858674085,-19.40384213823343,6.0,5.0
2014-05-12,,16.475,16.56,16.22,,0.0,16.258,36642.0,43.64598839358914,44.22854341151318,44.456733165077885,43.54397415081903,41.44731300335975,80410.0,51.42591669747777,24946.0,53.2433809699873,54109.0,45.50640603147556,50.0909107610765,50.28688549060854,5.544448626982236,5.304747716821034,0.0,5.0
2014-06-01,,20.135,20.355,19.95,,0.0,20.103,37653.0,53.96821901072227,54.05412574147604,54.64473451540823,53.55747745430579,43.64598839358914,36642.0,41.44731300335975,80410.0,51.42591669747777,24946.0,46.35384013589039,49.6429685221461,50.5382777317206,4.9815257963614945,23.649895436093015,6.0,6.0
2014-06-02,,19.885,20.18,19.83,,0.0,19.928,35829.0,53.49841657691257,53.38297940746218,54.17493208159853,53.235327213979126,53.96821901072227,37653.0,43.64598839358914,36642.0,41.44731300335975,80410.0,50.37087466040799,49.77988237428493,50.30644461234266,5.086484582116606,-0.8705168382828532,0.0,6.0
2014-06-03,,21.2,21.65,21.105,,0.0,21.574,34978.0,57.9172440400598,56.91320912437507,58.121272525600006,56.65817351744981,53.49841657691257,35829.0,53.96821901072227,37653.0,43.64598839358914,36642.0,55.127959875898206,50.7352112417298,50.563589536317686,5.95761923596303,8.259735046166195,1.0,6.0
2014-06-05,,19.625,19.715,19.505,,0.0,19.645,29278.0,52.73867892680888,52.68498722008777,52.92659990033276,52.36283697976112,57.9172440400598,34978.0,53.49841657691257,35829.0,53.96821901072227,37653.0,54.718113181260414,50.663110949847166,50.66080987670198,5.92517144588917,-8.941318253453224,3.0,6.0
2014-06-06,,19.04,19.2,18.88,,0.0,18.991,45317.0,50.98296011702863,51.11450479849535,51.54403845226422,50.68497114472648,52.73867892680888,29278.0,57.9172440400598,34978.0,53.49841657691257,35829.0,53.87962769463244,50.599831438354435,51.243364894626005,5.91802811731784,-3.3290913718503456,4.0,6.0
2014-06-08,,19.785,20.135,19.77,,0.0,20.024,48597.0,53.75613676917389,53.11452087385664,54.05412574147604,53.07425209381581,50.98296011702863,45317.0,52.73867892680888,29278.0,57.9172440400598,34978.0,52.492591937670475,52.358234833470746,51.9047316677728,4.372034860392699,5.439418672002527,6.0,6.0
2014-06-10,,16.805,17.36,16.66,,0.0,17.225,38099.0,46.24198241355475,45.11445657241146,46.60440143392223,44.72519169868343,53.75613676917389,48597.0,50.98296011702863,45317.0,52.73867892680888,29278.0,50.32702643325242,52.729091122037254,51.41000094155687,3.540967331357527,-13.978226128645622,1.0,6.0
2014-06-11,,15.34,15.455,15.205,,0.0,15.413,45165.0,41.37751378462231,41.18153905509027,41.49026636873664,40.81912003472278,46.24198241355475,38099.0,53.75613676917389,48597.0,50.98296011702863,45317.0,47.12521098911699,50.930418946880124,50.286693734513115,5.475810698235327,-10.519593613933253,2.0,6.0
2014-07-01,,20.18,20.28,19.625,,0.0,19.787,35940.0,53.119890044528745,54.17493208159853,54.44339061520408,52.68498722008777,41.37751378462231,45165.0,46.24198241355475,38099.0,53.75613676917389,48597.0,46.9131287475686,50.87634372796815,50.32811305112654,5.448022879478611,28.3786414066048,1.0,7.0
2014-07-02,,19.93,20.09,19.755,,0.0,19.936,44302.0,53.519893259601005,53.50378574758467,53.93331940135355,53.033983313774975,53.119890044528745,35940.0,41.37751378462231,45165.0,46.24198241355475,38099.0,49.33909902958402,50.248150759331175,50.49168100053049,4.703498907770747,0.7530196593723115,2.0,7.0
